Title,Year,prop_skinny,n_days
6128,2016,0,2
6129,2015,0,3
613,1993,0,1
6130,2015,0.25,4
6131,2015,0,2
6132,2015,0,1
6133,2015,0,2
6133,2016,0,1
6134,2015,0,1
6135,2015,0,2
6136,2015,0,1
6137,2015,0,1
6138,2015,0,2
6139,2015,0,2
6140,2015,0,2
6141,2015,1,1
6142,2015,0,2
6143,2015,1,1
6144,2015,0,1
6145,2015,0,2
6146,2015,0,1
6147,2015,0,1
6147,2016,0,2
6148,2015,0,3
6149,2015,0,1
6150,2015,0.33333333333333337,3
6150,2016,0,1
6151,2015,0,1
6153,2015,0,1
6154,2015,0,1
6155,2015,0,1
6156,2015,0,1
6156,2016,0,1
6158,2015,0,4
6159,2015,0,3
6160,2015,0,2
6161,2015,0,2
6162,2015,0,4
6163,2015,1,1
6164,2015,0,1
6166,2015,0,1
6167,2015,0.6666666666666666,3
6168,2015,0,2
6169,2015,0,3
617,1993,0,1
617,1996,1,4
617,2018,1,1
6170,2015,0,3
6171,2015,0,1
6172,2015,0.25,4
6172,2016,0,2
6173,2015,0,1
6173,2016,0,1
6174,2015,0,1
6175,2015,1,1
6176,2015,0,1
6177,2015,0,1
6178,2015,0,2
6179,2015,1,1
618,1993,0,1
6180,2015,0,1
6181,2015,0,1
6182,2015,0,2
6183,2015,0,1
6185,2015,0,1
6186,2015,0,1
6187,2015,0,1
6188,2015,1,1
6189,2015,0,1
619,1993,0,1
619,1997,0.5,2
62,1989,0,2
6200,2016,0,1
6201,2016,0,1
6202,2016,0,1
6203,2016,0,1
6205,2016,0,2
6206,2016,0,1
6207,2016,0,1
6208,2016,0,1
6209,2016,0,1
6222,2016,0,1
6224,2016,0,1
623,1993,0,1
6230,2016,0,1
6232,2016,0,1
6233,2016,0,1
6234,2016,0,1
6235,2016,0,1
624,1993,0,2
624,1994,0,1
624,1996,0,1
624,1997,0,1
624,1999,0,3
6242,2016,0,2
6248,2016,0,1
625,1993,0,1
626,1993,0,1
629,1993,0,6
629,1994,0,1
63,1989,0,3
63,1990,0,3
633,1993,0,3
633,1994,0,1
633,1995,0,1
633,1996,0,2
635,1993,0,1
635,1997,0,1
64,1990,0,2
642,1993,0,2
644,1993,0,2
649,1993,0,1
649,1996,0,2
649,1997,0,1
649,2002,0,3
650,1993,0,1
653,1993,0,1
653,1994,0,2
653,1996,0,2
653,1997,0,2
653,1998,0,4
653,1999,0,6
653,2001,0,1
654,1993,0,1
66,1989,0,1
667,1993,0,1
668,1993,0,1
67,1989,0,1
674,1993,0,1
674,1999,0,4
674,2002,0,2
677,1993,0,1
677,1996,0,1
677,1997,0,3
677,1998,0,1
677,2001,0,1
677,2002,0,3
683,1993,0,1
687,1993,0,1
688,1993,0,1
69,1989,0,2
690,1993,0,1
699,1993,0,1
701,1993,0,1
702,1993,0,1
702,1994,0,1
702,1996,0,1
707,1993,0,2
707,1994,0,1
707,1997,0,1
720,1993,0,1
722,1993,0,1
723,1993,0,1
723,1999,0,1
74,1989,0,2
74,1990,0,2
75,1989,0,2
76,1989,0,2
76,1990,0,2
76,1996,0,1
76,1997,0,1
76,1999,0,1
76,2002,0,2
76,2008,0,1
76,2010,0,2
76,2011,0,4
76,2018,0,1
78,1988,0,1
78,1989,0,3
78,1990,0,2
8,1989,0,2
801,1994,0,1
803,1994,0,1
804,1994,0,1
804,1996,0.5,2
804,1997,0.33333333333333337,3
804,1998,0.14285714285714288,7
804,1999,0.16666666666666669,6
804,2002,0,3
804,2010,0,3
804,2011,0.5,4
804,2015,0,1
804,2018,0,1
810,1994,0,1
811,1994,0,1
814,1994,0,1
818,1994,0,1
819,1994,0,2
822,1994,0,1
824,1994,0,2
824,1995,0,1
824,1996,0,4
824,1997,0,2
824,1998,0,5
824,1999,0,5
824,2001,0,2
824,2002,0,2
824,2003,0,1
824,2006,0,1
829,1994,0,1
83,1989,0,3
83,1990,0,3
830,1994,0,1
832,1994,0,1
832,1997,0,5
832,1999,0,4
832,2002,0,3
832,2006,0,2
832,2010,0,1
832,2011,0,2
832,2015,0,1
832,2018,0,1
835,1994,0,1
837,1994,0,1
845,1994,1,2
848,1994,0.5,2
849,1994,0,1
85,1990,0,5
850,1994,0,1
865,1994,0,1
866,1994,0,1
87,1989,0,1
870,1994,0,1
871,1994,0,1
882,1994,0,1
887,1994,0,1
89,1989,0,2
89,1990,0,3
89,1996,0,1
89,1997,0.5,2
89,1998,0,2
89,2001,0,1
89,2006,0,1
89,2007,0,1
89,2010,0,3
89,2011,0,3
89,2018,0,1
895,1994,0,1
9,1989,0,1
9,1990,0,1
9,1997,0,1
9,2001,0,1
9,2002,0,2
90,1989,0,2
905,1994,0,1
905,1996,0,2
905,1999,0,2
907,1994,0,1
907,1996,0,1
909,1994,0,1
909,1996,0,1
91,1989,0,1
91,1996,0,1
915,1994,0,1
92,1989,0,1
92,1990,0,1
92,1996,0,3
92,1997,0.5,2
92,2001,0,1
92,2002,0,2
92,2003,0,1
92,2011,0,2
92,2013,0.33333333333333337,3
92,2016,0,1
92,2018,0.6666666666666666,3
94,1989,0,2
94,1990,0,2
94,1997,0,2
94,1998,0.5,2
94,1999,0.5,2
950,1995,0,1
950,1996,0,2
950,1997,0,4
950,1998,0,2
952,1995,0,1
952,1996,0,1
952,1997,0.6,5
952,1998,0,1
952,1999,0,2
952,2002,0,2
952,2006,0,4
952,2007,0,1
952,2011,0,1
952,2018,0,1
959,1995,0,1
959,1997,0,2
961,1995,0,1
961,1997,0,3
961,1998,0,1
961,2002,0,2
961,2010,0,1
961,2011,0,1
961,2015,0,1
961,2018,0,1
962,1995,0,1
965,1995,0,1
97,1989,0,2
970,1995,0,1
971,1995,0,1
977,1995,0,1
98,1989,0,3
98,1990,0,1
9901,1989,0,1
9901,1996,0,1
9901,1997,0,3
9901,1998,0,1
9902,1990,0,3
9902,1993,0,1
9903,1996,0,2
9904,1999,0,1
9905,2003,0,1
9906,1990,0,1
9907,1996,0,5
9908,1999,0,1
9909,2003,0,1
9910,1990,0,2
9911,1996,0,3
9911,1997,0,2
9911,1999,0,2
9912,1989,0,1
9912,1990,0,1
9913,1990,0,2
9914,1997,0,1
9914,1999,0,1
9915,1998,0,2
9916,1999,0,1
9917,2003,0,1
9918,2006,0,2
9918,2011,0,1
9918,2016,0,1
9919,2010,0,1
9919,2011,0,6
9919,2013,0,2
9919,2015,0,1
9919,2018,0,3
9920,1996,0,4
9921,1996,0,3
9922,2003,0,1
see crops,1989,0,7
see crops,1990,0,16
see crops,1991,0,1
see crops,1993,0,5
see crops,1994,0,5
see crops,1995,0,1
see crops,1996,0,13
see crops,1997,0,14
see crops,1998,0,19
see crops,1999,0,13
see crops,2001,0,4
see crops,2002,0,10
see crops,2006,0,5
see crops,2007,0,2
see crops,2008,0,1
see crops,2011,0,10
see crops,2013,0,5
see crops,2015,0,12
see crops,2016,0,3
see crops,2018,0,2
unk,1989,0,2
unk,1990,0,10
unk,1993,0,5
unk,1994,0,3
unk,1996,0,8
unk,1997,0,5
unk,1998,0,8
unk,1999,0,10
unk,2001,0,1
unk,2003,0,4
unk,2006,0,2
unk,2010,0,2
unk,2015,0,15
unk,2018,0,1
NA,NA,0,1
